2519
(128560439, 'ADA3', '603', 'C1', 'PORTO', 'PARANHOS', 'RUA VALE FORMOSO', 'PARAGEM SEM ABRIGO')
(112613540, 'QTM2', '0', 'C5', 'MAIA', 'MOREIRA', 'RUA PONTE DE MOREIRA', 'com painel abrigo')
(416417201, 'AVC1', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA ALVARO DE CASTELOES', 'postalete')
(343646666, 'AVC2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA ALVARO DE CASTELOES', 'postalete')
(343646768, 'AVF2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA CONSTITUICAO', 'abrigo')
(112613542, 'AVLH2', '0', 'C5', 'MATOSINHOS', 'CUSTÓIAS', 'RUA FONTE VELHA', 'postalete')
(112617113, 'AVLM1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'AVENIDA DO LIDADOR DA MAIA', 'com painel abrigo')
(416406600, 'AUL2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA AUGUSTO LESSA', 'postalete')
(429544588, 'ALD1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA MARTIM MONIZ', 'PARAGEM COM ABRIGO J')
(428217634, 'ALD2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA MARTIM MONIZ', 'PARAGEM COM ABRIGO J')
(111619645, 'ALDN1', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA OCIDENTAL', 'postalete')
(111619645, 'ALDN2', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA OCIDENTAL', 'postalete')
(444041716, 'ALF', '0', 'N16', 'VALONGO', 'ALFENA', 'RUA VICENTE', 'PARAGEM COM ABRIGO J')
(429544575, 'ALCF1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA MARTIM MONIZ', 'PARAGEM SEM ABRIGO')
(1296455261, 'ALFG1', '0', 'C1', 'PORTO', 'MIRAGAIA', 'RUA NOVA DA ALFANDEGA', 'PARAGEM COM ABRIGO J')
(1296455270, 'ALFG2', '0', 'C1', 'PORTO', 'MIRAGAIA', 'RUA NOVA DA ALFANDEGA', 'PARAGEM COM ABRIGO J')
(1296455261, 'ALFG3', '0', 'C1', 'PORTO', 'MIRAGAIA', '0', 'postalete')
(428215595, 'ALFK1', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'RUA ALFREDO KEILL', 'abrigo')
(311888687, 'ALFK2', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'RUA ALFREDO KEILL', 'com painel abrigo')
(126617354, 'RALG', '0', 'C1', 'PORTO', 'BONFIM', 'RUA LATINO COELHO', 'PARAGEM SEM ABRIGO')
(112688580, 'ALM1', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA GUSTAVO EIFFEL', 'postalete')
(100118695, 'ALM2', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA GUSTAVO EIFFEL', 'postalete')
(111619645, 'ALMG1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA OSCAR DA SILVA', 'PARAGEM COM ABRIGO J')
(111619645, 'ALMG2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA OSCAR DA SILVA', 'PARAGEM SEM ABRIGO')
(1224758731, 'MV1', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', 'RUA CONCEICAO FERNANDES', 'postalete')
(1224758731, 'MV2', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', 'RUA CONCEICAO FERNANDES', 'com painel abrigo')
(1224758703, 'ALNV1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA MARINHA', 'postalete')
(1224758703, 'ALNV2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA MARINHA', 'postalete')
(1224758703, 'ALUM1', '0', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'postalete')
(1224758703, 'ALUM2', '32', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'TRAVESSA SENRA', 'abrigo')
(96497009, 'ALVS1', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA ORIENTAL', 'com painel abrigo')
(96497009, 'ALVS2', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA ARMANDO VAZ', 'com painel abrigo')
(287458456, 'ALVT2', '269', 'C6', 'PORTO', 'PARANHOS', 'RUA LEONARDO COIMBRA', 'postalete')
(314553200, 'ALX1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'TRAVESSA CONDOMINHAS', 'PARAGEM COM ABRIGO J')
(297880386, 'ALX2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA CONDOMINHAS', 'PARAGEM SEM ABRIGO')
(444041716, 'ALXH1', '0', 'N16', 'VALONGO', 'ALFENA', 'RUA 1§ MAIO', 'PARAGEM SEM ABRIGO')
(444041716, 'ALXH2', '0', 'N16', 'VALONGO', 'ALFENA', 'RUA 1§ MAIO', 'PARAGEM SEM ABRIGO')
(112617111, 'AM1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(112617111, 'AM2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM SEM ABRIGO')
(112617112, 'AM3', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'AVENIDA DO LIDADOR DA MAIA', 'com painel abrigo')
(112617112, 'AM4', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'AVENIDA DO LIDADOR DA MAIA', 'postalete')
(431647245, 'AML1', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA AMIAL', 'PARAGEM SEM ABRIGO')
(112613586, 'AML2', '8019', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112652012, 'AML3', '8714', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(788743370, 'AML4', '1269', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA AMIAL', 'PARAGEM SEM ABRIGO')
(111619645, 'AMR1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA OSCAR DA SILVA', 'PARAGEM COM ABRIGO J')
(111619645, 'AMR2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA OSCAR DA SILVA', 'PARAGEM SEM ABRIGO')
(1279864319, 'AMSE', '619', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA PROF  AMADEU SANTOS', 'postalete')
(100118437, 'ANG', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'AVENIDA REPUBLICA', 'com painel abrigo')
(311889375, 'PLNT3', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA GUERRA JUNQUEIRO', 'com painel abrigo')
(1334167603, 'ANT1', '1862', 'C1', 'PORTO', 'CAMPANHÃ', 'AVENIDA FERNAO MAGALHAES', 'abrigo')
(412525211, 'ANT2', '1795', 'C1', 'PORTO', 'BONFIM', 'AVENIDA FERNAO MAGALHAES', 'com painel abrigo')
(299610766, 'IANT2', '77', 'C1', 'PORTO', 'BONFIM', 'AVENIDA COMBATENTES GRANDE GUE', 'PARAGEM SEM ABRIGO')
(497870739, 'ANTG1', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA VASCO DA GAMA', 'PARAGEM COM ABRIGO J')
(497870739, 'ANTG2', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA VASCO DA GAMA', 'PARAGEM COM ABRIGO J')
(445041899, 'AFEI1', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA D. AFONSO HENRIQUES', 'PARAGEM SEM ABRIGO')
(445041899, 'AFEI2', '0', 'C9', 'MAIA', 'PEDROUÇOS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(112613538, 'AP1', '3061', 'C5', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA SAO GENS', 'abrigo')
(112613538, 'AP2', '3991', 'C5', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA SAO GENS', 'postalete')
(111619645, 'APDL1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'postalete')
(111619645, 'APDL2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'postalete')
(112613538, 'AEPT1', '0', 'N10', 'MAIA', 'MOREIRA', 'RUA ARRUAMENTOS DO AEROPORTO', 'PARAGEM SEM ABRIGO')
(311886933, 'HMLM3', '0', 'C2', 'PORTO', 'NEVOGILDE', 'AVENIDA MONTEVIDEU', 'PARAGEM COM ABRIGO J')
(1161739676, 'AQL1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA CONSTITUICAO', 'PARAGEM SEM ABRIGO')
(126617428, 'AQL2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA DAMIAO GOIS', 'PARAGEM SEM ABRIGO')
(430267067, 'AR1', '366', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA MOALDE', 'postalete')
(112617113, 'BOVT1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA ELIAS GARCIA', 'postalete')
(112617113, 'BOVT2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA ELIAS GARCIA', 'postalete')
(112617167, 'BRB3', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112617167, 'BRB4', '484', 'C6', 'GONDOMAR', 'RIO TINTO', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'postalete')
(428217626, 'BRBQ1', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', 'RUA D. NUNO ALVARES PEREIRA', 'PARAGEM COM ABRIGO J')
(96497003, 'BRBQ4', '0', 'C3', 'MATOSINHOS', 'MATOSINHOS', 'AV. D. MARIA II', 'PARAGEM SEM ABRIGO')
(1277620331, 'BRC1', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'AVENIDA GIL VICENTE', 'com painel abrigo')
(1277620331, 'BRC2', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'AVENIDA GIL VICENTE', 'abrigo')
(1106006309, 'BRCC1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'AVENIDA FERNAO MAGALHAES', 'com painel abrigo')
(1106006309, 'BRCC2', '0', 'C6', 'PORTO', 'PARANHOS', 'AVENIDA FERNAO MAGALHAES', 'com painel abrigo')
(497871654, 'BRCP1', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA VASCO DA GAMA', 'PARAGEM COM ABRIGO J')
(497871654, 'BRCP2', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA VASCO DA GAMA', 'PARAGEM COM ABRIGO J')
(425727393, 'BRCV', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA SOUSA PINTO', 'com painel abrigo')
(112594236, 'RBSS1', '0', 'C1', 'PORTO', 'RAMALDE', '0', 'PARAGEM SEM ABRIGO')
(353290230, 'RBSS2', '0', 'C1', 'PORTO', 'RAMALDE', '0', 'PARAGEM SEM ABRIGO')
(112613533, 'BRG1', '0', 'C4', 'MATOSINHOS', 'SANTA CRUZ DO BISPO', 'RUA SAO BRAS', 'postalete')
(112613533, 'BRG2', '0', 'C4', 'MATOSINHOS', 'SANTA CRUZ DO BISPO', 'RUA SAO BRAS', 'postalete')
(1108247114, 'SRVM2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA DUARTE LOPES', 'PARAGEM COM ABRIGO J')
(25632227, 'MATR1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA ROSARIO', 'PARAGEM SEM ABRIGO')
(25632279, 'FACD', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA CEDOFEITA', 'PARAGEM SEM ABRIGO')
(1277620331, 'BRIB1', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'AVENIDA GIL VICENTE', 'postalete')
(1277620331, 'BRIB2', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'AVENIDA GIL VICENTE', 'abrigo')
(112613636, 'BRO1', '0', 'C9', 'MAIA', 'PEDROUÇOS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(112613636, 'BRO2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(663689451, 'BRR1', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'RUA GUERRA JUNQUEIRO', 'PARAGEM SEM ABRIGO')
(663689451, 'BRR2', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'RUA GUERRA JUNQUEIRO', 'PARAGEM SEM ABRIGO')
(773982492, 'BRRS1', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(432578825, 'BRRS2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(297880050, 'BRRG1', '184', 'C2', 'PORTO', 'PARANHOS', 'RUA ENG CARLOS AMARANTE', 'postalete')
(297880050, 'BRRG2', '0', 'C2', 'PORTO', 'PARANHOS', 'RUA ENG CARLOS AMARANTE', 'abrigo')
(497871060, 'BRRM1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA DR.AIRES GOUVEIA OSORIO', 'PARAGEM COM ABRIGO J')
(497871261, 'BRRM2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA DR.AIRES GOUVEIA OSORIO', 'PARAGEM COM ABRIGO J')
(445041915, 'VRZL1', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112617111, 'VRZL2', '0', 'C6', 'GONDOMAR', 'RIO TINTO', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112613556, 'BRSE1', '10981', 'C2', 'PORTO', 'RAMALDE', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112613556, 'BRSE2', '0', 'C2', 'MATOSINHOS', 'SENHORA DA HORA', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(542811466, 'BSEE1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA CEGONHAS', 'postalete')
(297370410, 'BRSL', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA PROF. SOUSA JUNIOR', 'postalete')
(299611716, 'COMB1', '0', 'C1', 'PORTO', 'BONFIM', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(299611716, 'COMB2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(96497011, 'CONT1', '0', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'ESTRADA EN 107', 'PARAGEM SEM ABRIGO')
(96497011, 'CONT2', '0', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'ESTRADA EN 107', 'PARAGEM SEM ABRIGO')
(112617111, 'CORI1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(112617111, 'CORI2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO J')
(112617111, 'CORM1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM SEM ABRIGO')
(112617111, 'CORM2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM SEM ABRIGO')
(663689451, 'COVH1', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA EDUARDO CASTRO GANDRA', 'PARAGEM COM ABRIGO C')
(663689451, 'COVH4', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA EDUARDO CASTRO GANDRA', 'PARAGEM COM ABRIGO C')
(112617126, 'COVN1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'CABEDA', 'PARAGEM SEM ABRIGO')
(112617126, 'COVN2', '0', 'C9', 'VALONGO', 'ERMESINDE', '0', 'PARAGEM SEM ABRIGO')
(343646710, 'CPL', '234', 'C1', 'PORTO', 'PARANHOS', 'RUA CAMPO LINDO', 'postalete')
(343646728, 'CPL1', '1016', 'C1', 'PORTO', 'PARANHOS', 'RUA ANTERO DE QUENTAL', 'postalete')
(112617111, 'CCOR', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(100118436, 'CPNH1', '87 E', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA MANUEL M  C  JUNIOR', 'postalete')
(100118436, 'CPNH2', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA MANUEL M  C  JUNIOR', 'abrigo')
(111632674, 'CPOV1', '0', 'C4', 'MATOSINHOS', 'SANTA CRUZ DO BISPO', 'RUA SAO BRAS', 'postalete')
(111632674, 'CPOV2', '0', 'C4', 'MATOSINHOS', 'SANTA CRUZ DO BISPO', 'RUA SAO BRAS', 'postalete')
(297880041, 'CPSF1', '71', 'C2', 'PORTO', 'PARANHOS', 'RUA ENG CARLOS AMARANTE', 'postalete')
(297880042, 'CPSF2', '419', 'C2', 'PORTO', 'PARANHOS', 'RUA ENG CARLOS AMARANTE', 'postalete')
(314075474, 'CMPT1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA GOMES EANES AZURARA', 'PARAGEM SEM ABRIGO')
(311888776, 'CMPT2', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'RUA BARTOLOMEU VELHO', 'PARAGEM COM ABRIGO J')
(1103500473, 'CPTO', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA SANTA MARTA DE PENAGUIAO', 'PARAGEM SEM ABRIGO')
(431647264, 'CPU1', '0', 'C2', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112652019, 'CPU2', '9212', 'C2', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(663689338, 'ICPU1', '0', 'C8', 'GONDOMAR', 'GONDOMAR (S. COSME)', 'AVENIDA GENERAL HUMBERTO DELGA', 'PARAGEM COM ABRIGO C')
(663689338, 'ICPU2', '0', 'C8', 'GONDOMAR', 'GONDOMAR (S. COSME)', 'AVENIDA GENERAL HUMBERTO DELGA', 'PARAGEM SEM ABRIGO')
(1264279356, 'CQ3', '0', 'C2', 'PORTO', 'NEVOGILDE', 'AVENIDA BOAVISTA', 'com painel abrigo')
(1264279319, 'CQ5', '0', 'C2', 'PORTO', 'NEVOGILDE', 'PRACA GONCALVES ZARCO', 'PARAGEM COM ABRIGO J')
(111428018, 'CQ8', '0', 'C2', 'PORTO', 'NEVOGILDE', 'PRACA GONCALVES ZARCO', 'PARAGEM COM ABRIGO J')
(111428020, 'CQ9', '0', 'C2', 'PORTO', 'NEVOGILDE', 'PRACA GONCALVES ZARCO', 'com painel abrigo')
(111428023, 'CQ10', '0', 'C2', 'PORTO', 'NEVOGILDE', 'PRACA GONCALVES ZARCO', 'PARAGEM COM ABRIGO J')
(112613542, 'GSUL1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA GONDIVAI', 'postalete')
(112613542, 'GSUL2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA GONDIVAI', 'com painel abrigo')
(311624110, 'FRCL1', '0', 'S2', 'VILA NOVA DE GAIA', 'GULPILHARES', 'AVENIDA GAGO COUTINHO', 'postalete')
(311624110, 'FRCL2', '295', 'S2', 'VILA NOVA DE GAIA', 'GULPILHARES', 'AVENIDA GAGO COUTINHO', 'postalete')
(1224758703, 'FRGO', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA MANUEL LOPES FORTUNA', 'postalete')
(112613636, 'FRN1', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO C')
(112613636, 'FRN2', '0', 'C9', 'MAIA', 'PEDROUÇOS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO J')
(112617111, 'TVBO1', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA RESTAURACAO', 'postalete')
(112613636, 'TVBO2', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA RESTAURACAO', 'com painel abrigo')
(112688591, 'FRNS1', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA PAIVA COUCEIRO', 'com painel abrigo')
(114309776, 'FRNS2', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA PAIVA COUCEIRO', 'com painel abrigo')
(112617128, 'FRR1', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'RUA NOSSA SR AMPARO', 'com painel abrigo')
(112617128, 'FRR2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'RUA NOSSA SR AMPARO', 'com painel abrigo')
(114322163, 'FRX2', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA', 'com painel abrigo')
(114323946, 'FRX3', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA FREIXO', 'PARAGEM SEM ABRIGO')
(114315556, 'FRX4', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA', 'PARAGEM COM ABRIGO J')
(111632674, 'FRXI3', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'ESTRADA EN 107', 'PARAGEM SEM ABRIGO')
(111632674, 'FRXI6', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA 31 DE JANEIRO', 'PARAGEM SEM ABRIGO')
(112617127, 'FS1', '0', 'C10', 'GONDOMAR', 'BAGUIM DO MONTE', 'ENG. DUARTE PACHECO', 'PARAGEM SEM ABRIGO')
(112617127, 'FS2', '0', 'C10', 'GONDOMAR', 'BAGUIM DO MONTE', 'ENG. DUARTE PACHECO', 'PARAGEM SEM ABRIGO')
(111619645, 'FSCA1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'postalete')
(111619645, 'FSCA2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'com painel abrigo')
(299582004, 'FTC1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA CONTUMIL', 'postalete')
(299582004, 'FTC2', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA CONTUMIL', 'com painel abrigo')
(96497011, 'FTCC3', '552', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA FONTE DO CUCO', 'postalete')
(96497010, 'FTCC4', '533', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA FONTE DO CUCO', 'postalete')
(500009820, 'FTM1', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA DR. ANTUNES GUIMARAES', 'PARAGEM COM ABRIGO J')
(1264279299, 'FTM2', '0', 'C2', 'PORTO', 'ALDOAR', 'AVENIDA DR. ANTUNES GUIMARAES', 'PARAGEM COM ABRIGO J')
(1264279447, 'FTM4', '0', 'C2', 'PORTO', 'ALDOAR', 'AVENIDA BOAVISTA', 'abrigo')
(1264279447, 'FTM5', '0', 'C2', 'PORTO', 'ALDOAR', 'AVENIDA BOAVISTA', 'com painel abrigo')
(311887242, 'ABVT1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA SAGRES', 'com painel abrigo')
(311887241, 'ABVT2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA SAGRES', 'com painel abrigo')
(410769901, 'BFTM1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA LIDADOR', 'PARAGEM COM ABRIGO J')
(497922651, 'BFTM2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA LIDADOR', 'PARAGEM COM ABRIGO J')
(100118454, 'FTN1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA REI RAMIRO', 'postalete')
(100118454, 'FTN2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA REI RAMIRO', 'postalete')
(501225920, 'FTNH1', '0', 'C1', 'PORTO', 'BONFIM', 'RUA SANTA CATARINA', 'PARAGEM SEM ABRIGO')
(501225739, 'FTNH2', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA SANTA CATARINA', 'PARAGEM SEM ABRIGO')
(1224758703, 'FTS1', '0', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'postalete')
(1224758703, 'FTS2', '1012', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'postalete')
(111619645, 'FTV1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA DR. ANTUNES GUIMARAES', 'com painel abrigo')
(663689451, 'BH1', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA EDUARDO CASTRO GANDRA', 'PARAGEM SEM ABRIGO')
(663689451, 'BH2', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA EDUARDO CASTRO GANDRA', 'PARAGEM COM ABRIGO C')
(285908638, 'BIC1', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAIS DO BICALHO', 'PARAGEM COM ABRIGO J')
(285908638, 'BIC2', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAIS DO BICALHO', 'PARAGEM COM ABRIGO J')
(343646665, 'BJ1', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA BOLAMA', 'postalete')
(427277909, 'BL1', '0', 'C1', 'PORTO', 'BONFIM', 'RUA BARROS LIMA', 'PARAGEM SEM ABRIGO')
(513931874, 'BL2', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA FERNAO MAGALHAES', 'PARAGEM SEM ABRIGO')
(1278184350, 'BLAM3', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA ALEXANDRE BRAGA', 'PARAGEM COM ABRIGO J')
(1278184350, 'BLAM2', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA ALEXANDRE BRAGA', 'com painel abrigo')
(1278184335, 'BLAM1', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA ALEXANDRE BRAGA', 'com painel abrigo')
(126401360, 'LRD3', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA ANTONIO BESSA LEITE', 'postalete')
(1240383977, 'BLG1', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA AMIAL', 'PARAGEM SEM ABRIGO')
(1240383977, 'BLG2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA AMIAL', 'PARAGEM SEM ABRIGO')
(475405136, 'BLRB2', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA BOLHAO', 'PARAGEM COM ABRIGO J')
(475405136, 'BLRB3', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA BOLHAO', 'PARAGEM COM ABRIGO J')
